% R,Z,IsoLevel
3.10863647,2.891184932,50
3.125593739,2.892796393,50
3.14255659,2.894438805,50
3.159525125,2.896112736,50
3.176499448,2.897818765,50
3.193479666,2.899557482,50
3.210465887,2.901329489,50
3.227458223,2.903135399,50
3.244456785,2.904975838,50
3.261461689,2.906851445,50
3.278473052,2.908762869,50
3.295490994,2.910710776,50
3.312515637,2.91269584,50
3.329547106,2.914718755,50
3.346585527,2.916780222,50
3.363631031,2.918880963,50
3.380683749,2.921021709,50
3.397743816,2.92320321,50
3.414811371,2.92542623,50
3.431886554,2.927691547,50
3.448969507,2.929999959,50
3.466060379,2.932352277,50
3.483159318,2.93474933,50
3.483333333,2.934771929,50
3.5,2.937058713,50
3.500264994,2.937097299,50
3.517378014,2.93942684,50
3.534499503,2.94180058,50
3.551629623,2.944219367,50
3.56876854,2.946684065,50
3.585916424,2.949195558,50
3.603073447,2.951754752,50
3.620239787,2.954362569,50
3.637415624,2.957019955,50
3.654601144,2.959727876,50
3.671796536,2.96248732,50
3.689001994,2.965299297,50
3.706217716,2.96816484,50
3.723443903,2.971085007,50
3.740680764,2.974060878,50
3.757928511,2.977093561,50
3.775187359,2.980184186,50
3.792457532,2.983333911,50
3.809739255,2.986543922,50
3.827032762,2.989815431,50
3.84433829,2.993149679,50
3.861656083,2.996547936,50
3.878986389,3.000011502,50
3.896329463,3.003541707,50
3.913685567,3.007139913,50
3.931054968,3.010807515,50
3.948437939,3.01454594,50
3.965834759,3.018356648,50
3.983245716,3.022241136,50
3.983333333,3.022259277,50
4,3.025836871,50
4.000629469,3.025983642,50
4.018021579,3.029769766,50
4.035427774,3.033629397,50
4.052848354,3.037564106,50
4.070283627,3.041575499,50
4.087733909,3.045665227,50
4.105199525,3.049834979,50
4.122680805,3.054086488,50
4.140178091,3.058421529,50
4.157691731,3.062841925,50
4.175222084,3.067349541,50
4.192769514,3.07194629,50
4.210334399,3.076634134,50
4.227917123,3.081415082,50
4.245518081,3.086291193,50
4.263137678,3.09126458,50
4.280776328,3.096337405,50
4.298434455,3.101511884,50
4.316112495,3.106790289,50
4.316666667,3.106944008,50
4.333333333,3.111889793,50
4.333815314,3.112040801,50
4.351544441,3.117239271,50
4.369295303,3.122544081,50
4.387068408,3.127957727,50
4.40486428,3.133482765,50
4.422683454,3.139121821,50
4.440526481,3.144877582,50
4.458393923,3.150752808,50
4.476286359,3.156750322,50
4.494204381,3.162873022,50
4.512148594,3.169123873,50
4.530119619,3.175505913,50
4.548118093,3.182022256,50
4.566144666,3.188676084,50
4.566666667,3.188855948,50
4.583333333,3.194928228,50
4.584154557,3.195248287,50
4.602165295,3.201824637,50
4.620205025,3.208542843,50
4.638274468,3.215406425,50
4.656374359,3.222418986,50
4.674505452,3.229584215,50
4.692668518,3.236905883,50
4.710864346,3.24438785,50
4.729093741,3.25203406,50
4.747357529,3.259848542,50
4.765656548,3.267835413,50
4.766666667,3.268248076,50
4.783333333,3.27555783,50
4.784010667,3.275870934,50
4.802432838,3.283887737,50
4.820895262,3.292088364,50
4.83939897,3.300477517,50
4.857945011,3.309059993,50
4.876534457,3.317840685,50
4.895168399,3.326824577,50
4.913847949,3.336016744,50
4.932574237,3.345422349,50
4.933333333,3.345781106,50
4.95,3.354109628,50
4.951294737,3.354801522,50
4.970033379,3.364263542,50
4.988821892,3.373953309,50
5.007661543,3.383876601,50
5.026553614,3.394039283,50
5.045499409,3.404447299,50
5.064500243,3.415106664,50
5.066666667,3.41625865,50
5.083333333,3.426957696,50
5.083991843,3.427822185,50
5.107884108,3.458789033,50
5.132010916,3.490761068,50
5.133333333,3.49249295,50
5.15,3.514036091,50
5.1559582,3.521963713,50
5.180067871,3.553862304,50
5.183333333,3.558138404,50
5.2,3.580201681,50
5.204534282,3.586318148,50
5.229370146,3.61957845,50
5.233333333,3.624841418,50
5.25,3.647388291,50
5.254345541,3.653406845,50
5.279502724,3.687975378,50
5.283333333,3.693191708,50
5.3,3.716449537,50
5.305318308,3.724084902,50
5.331796862,3.761930754,50
5.333333333,3.76410354,50
5.35,3.788200572,50
5.358651314,3.801226497,50
5.366666667,3.812943285,50
5.383333333,3.838298578,50
5.386301959,3.842957137,50
5.41547934,3.888531881,50
5.416666667,3.890373075,50
5.433333333,3.917182069,50
5.4457155,3.937963607,50
5.45,3.94496533,50
5.466666667,3.973448656,50
5.478732,3.994938284,50
5.483333333,4.002947951,50
5.5,4.033433345,50
5.514962782,4.062015253,50
5.516666667,4.065200862,50
5.533333333,4.098335898,50
5.55,4.13314875,50
5.561719952,4.159099846,50
5.566666667,4.169897162,50
5.583333333,4.209147557,50
5.6,4.251424223,50
5.616666667,4.297598482,50
5.633333333,4.34922379,50
5.65,4.408636892,50
5.650552448,4.410714286,50
5.660705136,4.453571429,50
5.666666667,4.482988934,50
5.668645842,4.492857143,50
5.675342632,4.532142857,50
5.680265121,4.567857143,50
5.683333333,4.596476124,50
5.684093102,4.603571429,50
5.68662669,4.635714286,50
5.688238933,4.667857143,50
5.688890804,4.696428571,50
5.688797522,4.725,50
5.688094662,4.75,50
5.686800755,4.775,50
5.685211237,4.796428571,50
5.683188353,4.81767074,50
5.683171765,4.817857143,50
5.684999403,4.798570661,50
5.681163262,4.835714286,50
5.678832816,4.853571429,50
5.676731142,4.867857143,50
5.674413511,4.882142857,50
5.672530526,4.892857143,50
5.670520926,4.903571429,50
5.666149279,4.924889131,50
5.666125806,4.925,50
5.669109654,4.910714286,50
5.667640274,4.917857143,50
5.66688355,4.921428571,50
5.666874004,4.921473001,50
5.664713475,4.92875,50
5.663286844,4.9325,50
5.661845696,4.93625,50
5.660389808,4.94,50
5.658918953,4.94375,50
5.657432903,4.9475,50
5.655931427,4.95125,50
5.65441429,4.955,50
5.652881254,4.95875,50
5.651332079,4.9625,50
5.649791708,4.966203134,50
5.649772442,4.96625,50
5.651218699,4.962774207,50
5.648230407,4.97,50
5.646671962,4.97375,50
5.645096851,4.9775,50
5.643504818,4.98125,50
5.641895601,4.985,50
5.640268935,4.98875,50
5.638624553,4.9925,50
5.636962183,4.99625,50
5.635281551,5,50
0.016666667,2.8128863,50
0,2.812885579,50
0.033333333,2.812888462,50
0.05,2.812892066,50
0.066666667,2.812897116,50
0.083333333,2.812903612,50
0.1,2.812911559,50
0.116666667,2.812920961,50
0.133333333,2.812931824,50
0.15,2.812944152,50
0.166666667,2.812957953,50
0.183333333,2.812973234,50
0.2,2.812990004,50
0.216666667,2.81300827,50
0.233333333,2.813028044,50
0.25,2.813049335,50
0.266666667,2.813072156,50
0.283333333,2.813096518,50
0.3,2.813122434,50
0.316666667,2.813149919,50
0.333333333,2.813178986,50
0.35,2.813209652,50
0.366666667,2.813241933,50
0.383333333,2.813275846,50
0.4,2.813311409,50
0.416666667,2.813348641,50
0.433333333,2.813387562,50
0.45,2.813428192,50
0.466666667,2.813470553,50
0.483333333,2.813514667,50
0.5,2.813560558,50
0.516666667,2.813608249,50
0.533333333,2.813657766,50
0.55,2.813709135,50
0.566666667,2.813762383,50
0.583333333,2.813817537,50
0.6,2.813874627,50
0.616666667,2.813933682,50
0.633333333,2.813994732,50
0.65,2.81405781,50
0.666666667,2.814122949,50
0.683333333,2.814190181,50
0.7,2.814259543,50
0.716666667,2.814331068,50
0.733333333,2.814404795,50
0.75,2.81448076,50
0.766666667,2.814559004,50
0.783333333,2.814639565,50
0.8,2.814722485,50
0.816666667,2.814807806,50
0.833333333,2.814895571,50
0.85,2.814985825,50
0.866666667,2.815078612,50
0.883333333,2.815173981,50
0.9,2.815271977,50
0.916666667,2.815372652,50
0.933333333,2.815476054,50
0.95,2.815582235,50
0.966666667,2.815691248,50
0.983333333,2.815803147,50
1,2.815917988,50
1.016666667,2.816035825,50
1.033333333,2.816156718,50
1.05,2.816280726,50
1.066666667,2.816407908,50
1.083333333,2.816538327,50
1.1,2.816672046,50
1.116666667,2.81680913,50
1.133333333,2.816949644,50
1.15,2.817093657,50
1.166666667,2.817241236,50
1.183333333,2.817392452,50
1.2,2.817547378,50
1.216666667,2.817706087,50
1.233333333,2.817868653,50
1.25,2.818035153,50
1.266666667,2.818205666,50
1.283333333,2.81838027,50
1.3,2.818559048,50
1.316666667,2.818742082,50
1.333333333,2.818929457,50
1.35,2.819121259,50
1.366666667,2.819317577,50
1.383333333,2.8195185,50
1.4,2.81972412,50
1.416666667,2.819934531,50
1.433333333,2.820149828,50
1.45,2.820370107,50
1.466666667,2.820595468,50
1.483333333,2.820826011,50
1.5,2.821061841,50
1.516666667,2.821303061,50
1.533333333,2.821549778,50
1.55,2.8218021,50
1.566666667,2.82206014,50
1.583333333,2.82232401,50
1.6,2.822593825,50
1.616666667,2.822869701,50
1.633333333,2.823151759,50
1.65,2.82344012,50
1.666666667,2.823734908,50
1.683333333,2.824036249,50
1.7,2.82434427,50
1.716666667,2.824659104,50
1.733333333,2.824980882,50
1.75,2.825309741,50
1.766666667,2.825645817,50
1.783333333,2.825989252,50
1.8,2.826340189,50
1.816666667,2.826698771,50
1.833333333,2.827065148,50
1.85,2.827439471,50
1.866666667,2.827821891,50
1.883333333,2.828212565,50
1.9,2.828611652,50
1.916666667,2.829019312,50
1.933333333,2.829435711,50
1.95,2.829861014,50
1.966666667,2.830295392,50
1.983333333,2.830739018,50
2,2.831192067,50
2.016666667,2.831654718,50
2.033333333,2.832127152,50
2.05,2.832609556,50
2.066666667,2.833102116,50
2.083333333,2.833605024,50
2.1,2.834118474,50
2.116666667,2.834642664,50
2.133333333,2.835177796,50
2.15,2.835724073,50
2.166666667,2.836281704,50
2.183333333,2.836850899,50
2.2,2.837431875,50
2.216666667,2.838024848,50
2.233333333,2.838630042,50
2.25,2.839247682,50
2.266666667,2.839877997,50
2.283333333,2.840521222,50
2.3,2.841177593,50
2.316666667,2.841847352,50
2.333333333,2.842530744,50
2.351538416,2.843293651,50
2.383333333,2.844570714,50
2.4,2.845260071,50
2.416666667,2.845963265,50
2.433333333,2.846680544,50
2.45,2.84741216,50
2.466666667,2.848158371,50
2.483333333,2.848919437,50
2.5,2.849695624,50
2.516666667,2.8504872,50
2.533333333,2.851294439,50
2.55,2.85211762,50
2.566666667,2.852957025,50
2.583333333,2.853812942,50
2.6,2.854685661,50
2.616666667,2.85557548,50
2.633333333,2.856482699,50
2.65,2.857407626,50
2.666666667,2.858350572,50
2.683333333,2.859311851,50
2.7,2.860291787,50
2.716666667,2.861290706,50
2.733333333,2.86230894,50
2.75,2.863346825,50
2.766666667,2.864404706,50
2.783333333,2.86548293,50
2.8,2.866581853,50
2.816666667,2.867701833,50
2.833333333,2.868843239,50
2.85,2.87000644,50
2.866666667,2.871191817,50
2.883333333,2.872399754,50
2.9,2.873630642,50
2.916666667,2.874884878,50
2.933333333,2.876162867,50
2.95,2.87746502,50
2.966666667,2.878791756,50
2.983333333,2.880143499,50
3,2.881520683,50
3.016666667,2.882923746,50
3.033333333,2.884353138,50
3.05,2.885809312,50
3.066666667,2.887292733,50
3.083333333,2.88880387,50
3.1,2.890343205,50
3.116666667,2.891911223,50
3.133333333,2.893508423,50
3.15,2.895135308,50
3.166666667,2.896792393,50
3.183333333,2.898480202,50
3.2,2.900199267,50
3.216666667,2.901950131,50
3.233333333,2.903733345,50
3.25,2.905549472,50
3.266666667,2.907399084,50
3.283333333,2.909282764,50
3.3,2.911201106,50
3.316666667,2.913154715,50
3.333333333,2.915144206,50
3.35,2.917170208,50
3.366666667,2.919233359,50
3.383333333,2.921334311,50
3.4,2.923473728,50
3.416666667,2.925652287,50
3.433333333,2.927870677,50
3.45,2.9301296,50
3.466666667,2.932429774,50
3.489927058,2.935714286,50
3.516666667,2.939321574,50
3.533333333,2.941625211,50
3.55,2.943970343,50
3.566666667,2.946357704,50
3.583333333,2.948788042,50
3.6,2.951262121,50
3.616666667,2.953780719,50
3.633333333,2.956344633,50
3.65,2.958954673,50
3.666666667,2.961611671,50
3.683333333,2.964316471,50
3.7,2.967069937,50
3.716666667,2.969872954,50
3.733333333,2.972726421,50
3.75,2.97563126,50
3.766666667,2.978588412,50
3.783333333,2.981598838,50
3.8,2.984663518,50
3.816666667,2.987783458,50
3.833333333,2.990959681,50
3.85,2.994193236,50
3.866666667,2.997485195,50
3.883333333,3.00083665,50
3.9,3.004248722,50
3.916666667,3.007722555,50
3.933333333,3.011259317,50
3.95,3.014860206,50
3.966666667,3.018526442,50
3.985264916,3.022698413,50
4.016666667,3.029449162,50
4.033333333,3.033126488,50
4.05,3.036870114,50
4.066666667,3.040681337,50
4.083333333,3.044561483,50
4.1,3.048511912,50
4.116666667,3.052534015,50
4.133333333,3.056629216,50
4.15,3.060798973,50
4.166666667,3.065044781,50
4.183333333,3.069368167,50
4.2,3.073770697,50
4.216666667,3.078253976,50
4.233333333,3.082819641,50
4.25,3.087469376,50
4.266666667,3.092204898,50
4.283333333,3.097027969,50
4.3,3.101940391,50
4.325642114,3.10968254,50
4.35,3.116748691,50
4.366666667,3.12169762,50
4.383333333,3.126738505,50
4.4,3.131873312,50
4.416666667,3.137104061,50
4.433333333,3.142432816,50
4.45,3.147861696,50
4.466666667,3.153392865,50
4.483333333,3.159028544,50
4.5,3.164771003,50
4.516666667,3.170622567,50
4.533333333,3.176585614,50
4.55,3.182662579,50
4.572959888,3.191230159,50
4.6,3.200969729,50
4.616666667,3.207127698,50
4.633333333,3.213404782,50
4.65,3.219803694,50
4.666666667,3.226327206,50
4.683333333,3.232978155,50
4.7,3.239759437,50
4.716666667,3.246674015,50
4.733333333,3.253724911,50
4.75,3.260915215,50
4.776791693,3.272777778,50
4.8,3.282749253,50
4.816666667,3.290085303,50
4.833333333,3.297569375,50
4.85,3.30520494,50
4.866666667,3.312995528,50
4.883333333,3.320944742,50
4.9,3.329056245,50
4.916666667,3.337333769,50
4.939375828,3.348888889,50
4.966666667,3.362443419,50
4.983333333,3.370951806,50
5,3.379638899,50
5.016666667,3.388508872,50
5.033333333,3.397565954,50
5.05,3.406814434,50
5.0817871,3.425,50
5.1,3.448322237,50
5.116666667,3.470163428,50
5.136233246,3.496428571,50
5.166666667,3.535822819,50
5.190470532,3.567857143,50
5.216666667,3.602231589,50
5.241199957,3.635714286,50
5.266666667,3.669967893,50
5.290638663,3.703571429,50
5.316666667,3.739914072,50
5.335878635,3.767857143,50
5.379239221,3.832142857,50
5.4,3.863874437,50
5.418203121,3.892857143,50
5.455047769,3.953571429,50
5.487621689,4.010714286,50
5.518032872,4.067857143,50
5.544515661,4.121428571,50
5.568925046,4.175,50
5.589820766,4.225,50
5.608820766,4.275,50
5.624740041,4.321428571,50
5.638966457,4.367857143,50
5.651373051,4.414244987,50
5.669906223,4.500493239,50
5.678905771,4.558369509,50
5.684214791,4.605271383,50
5.686934463,4.642659322,50
5.688393497,4.67653171,50
5.688817789,4.705830496,50
5.688544903,4.732817354,50
5.687727092,4.756590638,50
5.686484838,4.779051934,50
5.683333333,4.816114451,50
5.681391199,4.833633427,50
5.679377624,4.849333168,50
5.677465259,4.862827365,50
5.675498928,4.875427653,50
5.673625942,4.886616677,50
5.671899597,4.896221169,50
5.666666667,4.922432681,50
5.670220529,4.905094512,50
5.668912329,4.911676712,50
5.667598171,4.918056751,50
5.664866809,4.928345032,50
5.663554627,4.931799791,50
5.662231174,4.935252014,50
5.660896296,4.938701666,50
5.659549833,4.942148712,50
5.658191626,4.945593116,50
5.656821513,4.94903484,50
5.655439331,4.952473849,50
5.654044913,4.955910105,50
5.652638092,4.959343571,50
5.65,4.965691167,50
5.648381607,4.969635862,50
5.646958934,4.97306576,50
5.645523514,4.976492791,50
5.644075168,4.979916913,50
5.642613716,4.983338086,50
5.641138975,4.986756269,50
5.63965076,4.990171421,50
5.638148886,4.993583499,50
5.636633164,4.996992462,50
0.009515245,3.072358929,55
0.026182208,3.072360478,55
0.042849446,3.072363456,55
0.059516957,3.072367864,55
0.076184743,3.072373706,55
0.092852804,3.072380983,55
0.109521141,3.072389701,55
0.126189755,3.072399863,55
0.142858647,3.072411476,55
0.159527817,3.072424545,55
0.176197269,3.072439078,55
0.192867002,3.072455081,55
0.209537018,3.072472565,55
0.22620732,3.072491538,55
0.242877909,3.072512009,55
0.259548788,3.072533991,55
0.276219958,3.072557495,55
0.292891422,3.072582533,55
0.309563183,3.072609118,55
0.326235242,3.072637265,55
0.342907604,3.072666988,55
0.359580271,3.072698304,55
0.376253246,3.072731228,55
0.392926533,3.072765778,55
0.409600135,3.072801973,55
0.426274055,3.07283983,55
0.442948298,3.072879371,55
0.459622867,3.072920616,55
0.476297767,3.072963586,55
0.492973002,3.073008305,55
0.509648577,3.073054794,55
0.526324495,3.073103079,55
0.543000762,3.073153185,55
0.559677383,3.073205137,55
0.576354363,3.073258963,55
0.593031708,3.073314691,55
0.609709422,3.073372349,55
0.626387512,3.073431967,55
0.643065983,3.073493576,55
0.659744842,3.073557208,55
0.676424095,3.073622895,55
0.693103748,3.073690671,55
0.709783808,3.07376057,55
0.726464281,3.073832629,55
0.743145175,3.073906883,55
0.759826498,3.073983372,55
0.776508255,3.074062133,55
0.793190456,3.074143207,55
0.809873108,3.074226634,55
0.826556219,3.074312456,55
0.843239797,3.074400717,55
0.859923851,3.074491462,55
0.876608389,3.074584734,55
0.893293421,3.074680582,55
0.909978955,3.074779053,55
0.926665001,3.074880195,55
0.943351569,3.074984059,55
0.960038668,3.075090697,55
0.976726308,3.075200161,55
0.993414501,3.075312505,55
1.010103255,3.075427784,55
1.026792583,3.075546055,55
1.043482496,3.075667375,55
1.060173004,3.075791803,55
1.076864119,3.075919401,55
1.093555853,3.07605023,55
1.110248218,3.076184353,55
1.126941227,3.076321834,55
1.143634893,3.076462741,55
1.160329227,3.07660714,55
1.177024244,3.076755101,55
1.193719957,3.076906694,55
1.210416379,3.077061991,55
1.227113525,3.077221066,55
1.24381141,3.077383994,55
1.260510048,3.077550852,55
1.277209453,3.077721719,55
1.293909642,3.077896673,55
1.31061063,3.078075798,55
1.327312433,3.078259176,55
1.344015068,3.078446893,55
1.36071855,3.078639036,55
1.377422897,3.078835692,55
1.394128127,3.079036954,55
1.410834256,3.079242912,55
1.427541304,3.079453662,55
1.444249288,3.079669299,55
1.460958227,3.079889922,55
1.477668141,3.08011563,55
1.494379048,3.080346525,55
1.511090969,3.080582711,55
1.527803925,3.080824294,55
1.544517935,3.081071382,55
1.561233021,3.081324086,55
1.577949205,3.081582517,55
1.594666508,3.081846791,55
1.611384953,3.082117023,55
1.628104562,3.082393333,55
1.644825359,3.082675842,55
1.661547367,3.082964673,55
1.678270611,3.083259953,55
1.694995116,3.08356181,55
1.711720905,3.083870374,55
1.728448005,3.084185778,55
1.745176442,3.084508159,55
1.761906242,3.084837654,55
1.778637432,3.085174405,55
1.795370039,3.085518555,55
1.812104093,3.085870249,55
1.82883962,3.086229638,55
1.845576651,3.086596871,55
1.862315215,3.086972105,55
1.879055341,3.087355496,55
1.895797062,3.087747204,55
1.912540407,3.088147392,55
1.929285409,3.088556228,55
1.9460321,3.088973879,55
1.962780513,3.089400518,55
1.979530682,3.08983632,55
1.996282641,3.090281465,55
2.013036425,3.090736134,55
2.029792069,3.091200512,55
2.046549609,3.091674787,55
2.063309083,3.092159152,55
2.080070528,3.092653802,55
2.096833981,3.093158937,55
2.113599482,3.093674758,55
2.13036707,3.094201472,55
2.147136786,3.094739289,55
2.16390867,3.095288422,55
2.180682764,3.09584909,55
2.19745911,3.096421514,55
2.214237752,3.097005919,55
2.231018734,3.097602535,55
2.2478021,3.098211595,55
2.264587896,3.098833338,55
2.281376169,3.099468005,55
2.298166965,3.100115844,55
2.314960333,3.100777105,55
2.331756322,3.101452044,55
2.348554982,3.10214092,55
2.365356362,3.102843999,55
2.382160516,3.10356155,55
2.398967495,3.104293848,55
2.415777353,3.105041171,55
2.432590145,3.105803805,55
2.449405926,3.106582038,55
2.466224752,3.107376166,55
2.483046681,3.108186488,55
2.499871772,3.109013311,55
2.5,3.109019279,55
2.516666667,3.109845988,55
2.516700422,3.109847701,55
2.533533683,3.110662824,55
2.550370315,3.111494437,55
2.567210379,3.112342848,55
2.584053942,3.113208373,55
2.600901067,3.114091331,55
2.617751822,3.114992049,55
2.634606274,3.115910858,55
2.651464493,3.116848097,55
2.668326549,3.117804109,55
2.685192514,3.118779245,55
2.70206246,3.119773863,55
2.718936462,3.120788324,55
2.735814595,3.121823001,55
2.752696937,3.122878269,55
2.769583567,3.123954514,55
2.786474563,3.125052126,55
2.803370007,3.126171504,55
2.820269984,3.127313054,55
2.837174576,3.128477191,55
2.854083871,3.129664335,55
2.870997955,3.130874916,55
2.88791692,3.132109373,55
2.904840855,3.133368151,55
2.921769854,3.134651705,55
2.938704011,3.1359605,55
2.955643424,3.137295007,55
2.97258819,3.138655708,55
2.98953841,3.140043095,55
3.006494187,3.141457668,55
3.023455624,3.142899938,55
3.040422828,3.144370427,55
3.057395909,3.145869664,55
3.074374975,3.147398193,55
3.091360142,3.148956566,55
3.108351523,3.150545346,55
3.125349236,3.15216511,55
3.142353402,3.153816445,55
3.159364142,3.155499949,55
3.176381582,3.157216234,55
3.19340585,3.158965925,55
3.210437075,3.160749659,55
3.227475392,3.162568086,55
3.244520934,3.164421871,55
3.261573841,3.166311692,55
3.278634255,3.168238242,55
3.295702321,3.170202228,55
3.312778185,3.172204375,55
3.329862,3.174245419,55
3.346953918,3.176326116,55
3.364054099,3.178447237,55
3.381162702,3.18060957,55
3.398279893,3.182813921,55
3.41540584,3.185061113,55
3.432540715,3.187351988,55
3.449684693,3.189687407,55
3.45,3.189728096,55
3.466666667,3.192001659,55
3.466829034,3.1920246,55
3.483965885,3.194325141,55
3.501111823,3.196670149,55
3.51826703,3.199060507,55
3.53543169,3.20149712,55
3.552605994,3.203980914,55
3.569790134,3.206512839,55
3.58698431,3.209093865,55
3.604188724,3.211724988,55
3.621403586,3.214407227,55
3.638629108,3.217141626,55
3.655865509,3.219929255,55
3.673113013,3.22277121,55
3.69037185,3.225668614,55
3.707642255,3.228622621,55
3.72492447,3.231634409,55
3.742218741,3.234705191,55
3.759525324,3.237836206,55
3.776844477,3.241028729,55
3.794176467,3.244284064,55
3.811521569,3.247603552,55
3.828880064,3.250988565,55
3.846252238,3.254440514,55
3.863638388,3.257960844,55
3.881038818,3.261551041,55
3.898453838,3.265212627,55
3.915883768,3.268947165,55
3.933328936,3.27275626,55
3.933333333,3.272757165,55
3.95,3.276277822,55
3.950806479,3.276460699,55
3.968300388,3.280238437,55
3.985810939,3.284092178,55
4.003338514,3.28802366,55
4.020883506,3.292034676,55
4.038446316,3.296127065,55
4.05602736,3.300302723,55
4.073627065,3.304563595,55
4.091245868,3.308911687,55
4.108884222,3.313349057,55
4.12654259,3.317877826,55
4.144221449,3.322500174,55
4.161921291,3.327218342,55
4.179642621,3.332034638,55
4.197385959,3.336951433,55
4.215151838,3.341971169,55
4.232940808,3.347096355,55
4.233333333,3.347203347,55
4.25,3.351951401,55
4.250718058,3.352168021,55
4.268500008,3.357261147,55
4.286305682,3.362462612,55
4.304135687,3.367775192,55
4.32199065,3.373201746,55
4.339871216,3.37874522,55
4.357778049,3.384408646,55
4.375711833,3.39019515,55
4.393673273,3.396107947,55
4.411663094,3.402150349,55
4.429682041,3.408325765,55
4.447730884,3.414637702,55
4.465810412,3.421089769,55
4.466666667,3.421378972,55
4.483333333,3.430347787,55
4.484877126,3.431616256,55
4.505432304,3.448281301,55
4.526092864,3.465397988,55
4.546862371,3.482981589,55
4.55,3.4856094,55
4.566666667,3.499831049,55
4.567653262,3.500656836,55
4.588285337,3.517651444,55
4.609028234,3.535121003,55
4.629886041,3.553083034,55
4.633333333,3.556017101,55
4.65,3.57058907,55
4.650850753,3.571320924,55
4.671890784,3.589126764,55
4.693061721,3.607465579,55
4.71436892,3.626359174,55
4.716666667,3.628368318,55
4.733333333,3.643075631,55
4.735649976,3.645146332,55
4.756916295,3.663873485,55
4.778330362,3.683202188,55
4.799898765,3.703159256,55
4.8,3.703251072,55
4.816666667,3.71819598,55
4.82167575,3.722892177,55
4.843633808,3.74330183,55
4.865780916,3.764440675,55
4.866666667,3.765271235,55
4.883333333,3.780942945,55
4.887880387,3.785395778,55
4.910140756,3.806971486,55
4.932619178,3.829388257,55
4.933333333,3.830086911,55
4.95,3.846543592,55
4.955515196,3.852233927,55
4.978706678,3.8760029,55
4.983333333,3.880701166,55
5,3.898265196,55
5.002110399,3.900545026,55
5.025662208,3.925626615,55
5.049547293,3.951922281,55
5.05,3.952411758,55
5.066666667,3.97081909,55
5.074272212,3.979647585,55
5.099474631,4.008913019,55
5.1,4.009514244,55
5.116666667,4.02910508,55
5.125064127,4.039505577,55
5.133333333,4.049405717,55
5.15,4.070405559,55
5.151334413,4.072146328,55
5.179244942,4.108287313,55
5.183333333,4.113567924,55
5.2,4.136064817,55
5.20814847,4.147620081,55
5.216666667,4.159334694,55
5.233333333,4.183467908,55
5.239053778,4.192161334,55
5.25,4.208365204,55
5.266666667,4.234351202,55
5.273576617,4.245729851,55
5.283333333,4.261403663,55
5.3,4.289794415,55
5.314989764,4.316757201,55
5.316666667,4.319718521,55
5.333333333,4.351403981,55
5.35,4.385311582,55
5.366666667,4.421942668,55
5.383333333,4.462111798,55
5.4,4.507265754,55
5.416666667,4.559690718,55
5.419069125,4.567857143,55
5.428401067,4.603571429,55
5.433333333,4.625582386,55
5.435572845,4.635714286,55
5.441624656,4.667857143,55
5.445988794,4.696428571,55
5.449393811,4.725,55
5.45,4.731826782,55
5.45162065,4.75,55
5.45310368,4.775,55
5.453763386,4.796428571,55
5.453849135,4.817857143,55
5.453473852,4.835714286,55
5.452683784,4.853571429,55
5.451746525,4.867857143,55
5.450531736,4.882142857,55
5.449482577,4.892524514,55
5.4494509,4.892857143,55
5.450497757,4.882462844,55
5.448227699,4.903571429,55
5.447323079,4.910714286,55
5.446345932,4.917857143,55
5.445829817,4.921428571,55
5.44529515,4.925,55
5.44427953,4.92875,55
5.443245232,4.9325,55
5.442191929,4.93625,55
5.441119288,4.94,55
5.440026971,4.94375,55
5.438914632,4.9475,55
5.437781917,4.95125,55
5.436628466,4.955,55
5.433068043,4.96619031,55
5.433049144,4.96625,55
5.431847748,4.97,55
5.435453914,4.95875,55
5.434257887,4.9625,55
5.430624541,4.97375,55
5.429379115,4.9775,55
5.434195318,4.962693946,55
5.428111052,4.98125,55
5.426819931,4.985,55
5.425505318,4.98875,55
5.424166774,4.9925,55
5.422803854,4.99625,55
5.421416103,5,55
0.016666667,3.072359225,55
0,3.072358512,55
0.033333333,3.072361367,55
0.05,3.072364939,55
0.066666667,3.072369941,55
0.083333333,3.072376378,55
0.1,3.072384251,55
0.116666667,3.072393566,55
0.133333333,3.072404328,55
0.15,3.072416541,55
0.166666667,3.072430213,55
0.183333333,3.072445351,55
0.2,3.072461963,55
0.216666667,3.072480057,55
0.233333333,3.072499643,55
0.25,3.072520732,55
0.266666667,3.072543334,55
0.283333333,3.072567462,55
0.3,3.072593128,55
0.316666667,3.072620346,55
0.333333333,3.07264913,55
0.35,3.072679495,55
0.366666667,3.072711457,55
0.383333333,3.072745033,55
0.4,3.07278024,55
0.416666667,3.072817098,55
0.433333333,3.072855624,55
0.45,3.072895839,55
0.466666667,3.072937765,55
0.483333333,3.072981423,55
0.5,3.073026835,55
0.516666667,3.073074025,55
0.533333333,3.073123019,55
0.55,3.07317384,55
0.566666667,3.073226515,55
0.583333333,3.073281071,55
0.6,3.073337538,55
0.616666667,3.073395942,55
0.633333333,3.073456315,55
0.65,3.073518687,55
0.666666667,3.07358309,55
0.683333333,3.073649558,55
0.7,3.073718123,55
0.716666667,3.073788821,55
0.733333333,3.073861687,55
0.75,3.073936758,55
0.766666667,3.074014073,55
0.783333333,3.07409367,55
0.8,3.074175588,55
0.816666667,3.07425987,55
0.833333333,3.074346558,55
